wallet,chain,asset,raw_value_in,raw_value_out,value_unit,value_in_usd_est,distinct_senders,distinct_recipients,out_cnt,active_days,hours_of_day_active,night_share,round100_share,pass_through,is_accumulator,informal_score,anomaly_score,is_anomaly,is_sanctioned,hops_to_sanctioned,risk_score,attributability,risk_attribution_score,risk_tags,risk_categories,risk_source_count,is_known_risk,confirmed,label_name,label_tags,campaign_terror_score,is_top_campaign_lead,anchor_exchange,anchor_exchange_addr,anchor_usdt,anchor_links,has_exchange_anchor,actionability,components_bridged,total_bridged_size,is_bridge_wallet,country_codes,country_source,hits_interesting_country,funnel_ratio_recipients,funnel_ratio_out_cnt,is_single_recipient
0x108828aeda605e33435d7abbd987b178434fe7eb,ethereum,USDT,1054244.3838659998,1016970.2661990001,USDT,1054244.3838659998,430,5,22,87,24,0.3432642487046632,0.0025906735751295338,0.9646437597985464,False,0.6662349850220399,-0.05810884597336885,True,False,,56.5,,0,[],[],0,False,False,,,64.4,False,,,0.0,,False,56.5,0,,False,[],,False,86.0,19.55,False
0x2b9962048a732264579bb837adc56779de2e8949,ethereum,USDT,15233.748358000003,15297.528575999999,USDT,15233.748358000003,173,1,18,38,23,0.2254335260115607,0.005780346820809248,1.0041867711413588,False,0.587509529240563,0.08797711384846563,False,False,,31.3,,0,[],[],0,False,False,,,84.1,True,Binance 14,0x28c6c06298d514db089934071355e5743bf21d60,15297.528575999997,1.0,True,56.3,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,173.0,9.61,True
0xca0b3d8f75bb7b7bc6916eb508b8b4513e17032f,ethereum,USDT,62514.32589699996,68186.985681,USDT,62514.32589699996,96,17,24,57,23,0.19290123456790123,0.0,1.0907417572309177,False,0.47507658080313897,0.07292924099925902,False,False,,31.1,,0,[],[],0,False,False,,,54.3,False,Binance 16,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,26562.860999999997,5.0,True,56.1,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,5.65,4.0,False
0xd825011df49642535a4c0c07ed7b191407d2f7ea,ethereum,USDT,129436.38211600002,129436.01,USDT,129436.38211600002,1078,4,13,2,24,0.42091152815013405,0.2806076854334227,0.9999971251050598,False,0.825609181118573,-0.019896508266528556,True,False,,55.9,,0,[],[],0,False,False,,,66.7,False,,,0.0,,False,55.9,0,,False,[],,False,269.5,82.92,False
0x55035a3e39ae0e7ebc004949799e5c2c377afc0a,ethereum,USDT,125428.72499299994,145521.21000000002,USDT,125428.72499299994,189,13,21,89,24,0.24227234753550542,0.003341687552213868,1.1601904588292788,False,0.5584768133831958,0.08606427701931962,False,False,,30.9,,0,[],[],0,False,False,,,64.5,False,Binance 17,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,30730.439494000002,5.0,True,55.9,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,14.54,9.0,False
0x8281aac6550f0b1696d755d8b9f0b50368387910,ethereum,USDT,27072.261353,24414.310791,USDT,27072.261353,51,14,14,51,23,0.16091954022988506,0.1724137931034483,0.9018201498817363,False,0.456651292848976,0.08212898727153711,False,False,,29.0,,0,[],[],0,False,False,,,28.0,False,Binance 14,0x28c6c06298d514db089934071355e5743bf21d60,316.242051,6.0,True,54.0,3,22619.0,True,"['AE', 'GLOBAL', 'MT', 'US']",exchange,True,3.64,3.64,False
0x75e6766af534f83d9a9f6d8448cb735473b8aa4c,ethereum,USDT,12203.225255,12203.225254999998,USDT,12203.225255,92,1,21,11,8,0.0,0.009259259259259259,0.9999999999999999,False,0.6676151761517615,0.11480125689877374,False,False,,28.7,,0,[],[],0,False,False,,,75.3,True,Binance 16,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,4183.633361,4.0,True,53.7,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,92.0,4.38,True
0x2d3c7c3effff1dce08b8ac796e242f5f0c36ac47,ethereum,USDT,11038.404881999999,10745.990955000001,USDT,11038.404881999999,90,1,14,12,17,0.18681318681318682,0.01098901098901099,0.9735094037475625,False,0.6602845365760708,0.1134641956181478,False,False,,28.7,,0,[],[],0,False,False,,,71.2,True,Binance 14,0x28c6c06298d514db089934071355e5743bf21d60,10745.990954999997,1.0,True,53.7,0,,False,"['AE', 'GLOBAL', 'MT']",exchange,True,90.0,6.43,True
0x3b0e8e3b0fd8db2fa53a640cb9313973bb87916a,ethereum,USDT,177424.3814900001,103366.20315100001,USDT,177424.3814900001,1413,14,19,56,23,0.24404761904761904,0.01984126984126984,0.5825930026241962,False,0.5867083024218582,-0.03689388018754203,True,False,,52.9,,0,[],[],0,False,False,,,66.7,False,,,0.0,,False,52.9,0,,False,[],,False,100.93,74.37,False
0x5b71d5fd6bb118665582dd87922bf3b9de6c75f9,ethereum,USDT,177363.72576399994,184008.53999999998,USDT,177363.72576399994,310,3,5,87,23,0.3547400611620795,0.05198776758409786,1.0374643361114415,False,0.7170328780351642,0.12765926512661563,False,False,,27.7,,0,[],[],0,False,False,,,63.5,False,Crypto.com 5,0xcffad3200574698b78f32232aa9d63eabd290703,184008.53999999998,1.0,True,52.7,0,,False,[],,False,103.33,62.0,False
0xca03fa4399a806301471a500a35f3cb109bf3f80,ethereum,USDT,83731.91651000001,0.0,USDT,83731.91651000001,75,0,0,52,24,0.06382978723404255,0.13829787234042554,0.0,True,0.27154471544715447,0.06389601221674462,False,False,,27.6,,0,[],[],0,False,False,,,39.6,False,Coinbase 10,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,1498.862928,3.0,True,52.6,0,,False,"['AE', 'GLOBAL', 'MT', 'US']",exchange,True,75.0,75.0,True
