"wallet","chain","asset","raw_value_in","raw_value_out","value_unit","value_in_usd_est","distinct_senders","distinct_recipients","out_cnt","active_days","hours_of_day_active","night_share","round100_share","pass_through","is_accumulator","informal_score","anomaly_score","is_anomaly","is_sanctioned","hops_to_sanctioned","risk_score","attributability","risk_attribution_score","risk_tags","risk_categories","risk_source_count","is_known_risk","confirmed","label_name","label_tags"
"0xa61ce2fe8e4795635f60dcf3819faaa4422862bb","tron","USDT",178518.276022,174048.15,"USDT",178518.276022,69,21,23,6,10,0.013157894736842105,0.34210526315789475,0.9749598409663718,False,0.7284402440553432,-0.005870520207669205,True,False,"",50.5,"",0,"[]","[]",0,False,False,"",""
"0xf46ab5fd4e1485de2b6a9f33df46b09c89688e0d","tron","USDT",98495.95000000001,0.0,"USDT",98495.95000000001,174,0,0,8,24,0.2857142857142857,0.49783549783549785,0.0,True,0.44101532567049806,-0.055159780196695096,True,False,"",50.5,"",0,"[]","[]",0,False,False,"",""
"0x140553df6ba3325698049788c01641284908a111","tron","USDT",128483.23481299999,0.0,"USDT",128483.23481299999,200,0,0,6,23,0.046875,0.140625,0.0,True,0.35509578544061304,-0.06877845210167832,True,False,"",50.3,"",0,"[]","[]",0,False,False,"",""
"0x654c6c03e9fa4241603ff596b44c00dab4a25656","tron","USDT",430878.06429299986,559806.754292,"USDT",430878.06429299986,80,4,5,8,24,0.1678832116788321,0.22384428223844283,1.299223146136601,False,0.5910174397381971,-0.025361982714519837,True,False,"",49.9,"",0,"[]","[]",0,False,False,"",""
"0xd92243c9c40663eac6ceae6f7c285d02facf9932","tron","USDT",525505.276896,450057.32587299997,"USDT",525505.276896,723,2,9,8,8,0.9945887445887446,0.044372294372294376,0.8564277956091171,False,0.6597913062482602,-0.013165956266912193,True,False,"",49.8,"",0,"[]","[]",0,False,False,"",""
"0xb992bb96430d10899fe663a69e18cbe6c40c37dd","tron","USDT",1664451.0600000003,2140000.0,"USDT",1664451.0600000003,203,7,19,8,24,0.24641833810888253,0.8939828080229226,1.285709175492369,False,0.710003758771258,-0.001930701943462676,True,False,"",49.5,"",0,"[]","[]",0,False,False,"",""
"0xad30f2bc639c46cb7c314f8fdca61dc3e9d4b208","tron","USDT",1020576.4720800001,1070000.0,"USDT",1020576.4720800001,562,4,6,8,24,0.2615658362989324,0.4288256227758007,1.048427069672958,False,0.8014256971765196,0.013923176870706433,False,False,"",49.4,"",0,"[]","[]",0,False,False,"",""
"0xb601a8a0e6cf3fc218949187d9c4437ea2bf44cb","tron","USDT",1233306.0499989998,1303192.8709479999,"USDT",1233306.0499989998,648,3,9,8,24,0.08936825885978428,0.14021571648690292,1.0566662435078922,False,0.7186284371221764,0.00090884513068612,False,False,"",49.3,"",0,"[]","[]",0,False,False,"",""
"0x37fd8d803c8dcdcbbd53a6d518e044c5699d0a3e","tron","USDT",88251.54372599999,0.0,"USDT",88251.54372599999,167,0,0,7,15,0.005988023952095809,0.023952095808383235,0.0,True,0.44749042145593876,-0.0458028780788291,True,False,"",49.3,"",0,"[]","[]",0,False,False,"",""
"0x4328935765db3c3523055ee8d32c9e5f55ca98b5","tron","USDT",1279342.378895,0.0,"USDT",1279342.378895,125,0,0,6,24,0.30927835051546393,0.3642611683848797,0.0,True,0.38913793103448274,-0.054685870175785634,True,False,"",49.1,"",0,"[]","[]",0,False,False,"",""
"0x1b8dbe33d306bbd86c68a52d44f240e2e91f32de","tron","USDT",363100.0768839999,0.0,"USDT",363100.0768839999,188,0,0,5,24,0.07602339181286549,0.049707602339181284,0.0,True,0.31114942528735634,-0.06774500854671806,True,False,"",49.1,"",0,"[]","[]",0,False,False,"",""
